nama_rumah,alamat,harga,deskripsi,Tayang Sejak,Luas Tanah,Luas Bangunan,Kamar Tidur,Kamar Mandi,Sertifikat,Kondisi,Kelengkapan,Jumlah Lantai,Menghadap,Daya Listrik,Parkir,AC,Kitchen Set,Alat Dapur,Water Heater,Air Sumur Bor,Balkon,One Gate,Pengamanan,Air PAM,Kolam Renang,K. Pembantu,Tayang Sejak1,Luas Tanah1,Luas Bangunan1,Kamar Tidur1,Kamar Mandi1,Sertifikat1,Kondisi1,Kelengkapan1,Jumlah Lantai1,Menghadap1,Parkir1,Kolam Renang1,AC1,One Gate1,Pengamanan1,Wilayah,url
Rumah 2 Lantai Dadap Residence," Jl, Raya Kamal Dadap, Komplek Dadap Residence, Dadap Kosambi, Tangerang, Tangerang Kab",785.000.000,"Deskripsi dan SpesifikasiHUNIAN MODERN 2LT, BEBAS BANJIR, AMAN, NYAMAN   ASRISTRATEGIS, ACCESS TOL15 MNT KE BANDARA SOE.HATTASISTEM CLUSTER, KEAMANAN 24 JAMDEKAT PIK 2 ",3 tahun yang lalu,56 m2,62 m2,2,2,SHM - Sertifikat Hak Milik,Baru,Kosongan,1,-,,1 mobil ,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/94837-rumah-2lt-dadap-residence
Hunian Kana Park Surat SHM dekat Stasiun," Jl, Raya Rancaiyuh, Legok, Tangerang, Tangerang Kab",379.240.000,"Deskripsi dan SpesifikasiPoint of Selling *KANA PARK@Legok Serpong*1. Developer : BSA LAND, yang sudah terbukti berpengalaman dibeberapa proyek perumahan.2. Lokasi : 5 menit dari 2 exit Toll Serpong - Balaraja yaitu Legok dan Mekar Jaya dan 10 Menit dari Stasiun Parung Panjang 3. Total rencana pengembangan Lahan +/- 35 Ha4. Saat ini di development 15 Ha (rencana 8 Cluster)5. Konsep kawasan rumah Japanese Style Cluster saat ini : *TAKA, KAWA, HANA*6. Cluster TAKA (Blok H1, H2, H3, H5, H6)   KAWA (D1, D2, D3, D5, D6,D7, D8) :Tipe 33/50, 1 Lantai, 2 KTTipe 39/60, 1 Lantai, 2KTTipe 48/72, 1 Lantai, 3 KT7. Cluster HANA (Blok G1, G2, G3, G5, G6) :Tipe 39/72, 1 Lantai, 2 KTTipe 48/72, 1 Lantai, 3 KT8. ROW 15 Boulevard, ROW 7 di cluster9. Rumah double dinding, hadap Utara dan Selatan. Drainase under ground10. Fasilitas : Main Gate, Residential Gate, 3.500 M2 Sport Club (Basketball, Jogging Track, Playground, Swimming Pool, Tenis Court), Taman Cluster11. Indent 18 Bulan sejak Booking Fee Rp.5Juta12. Harga promo mulai 379Jt, cara pembayaran :- Hard Cash (4x)- KPR Express (DP 10%, 4x)- KPR Regular (DP 10%, 15x dan DP 25%, 18x)- Cash Bertahap 12x dan 24x13. Harga jual termasuk : PPN, BPHTB, BBN, AJB, PNBP, IMB, PDAM, Listrik 1300WattInfo. Nana, 082299155541 ",3 tahun yang lalu,50 m2,33 m2,2,1,SHM - Sertifikat Hak Milik,Baru,Kosongan,1,Timur,,1 mobil ,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/94640-hunian-kana-park-surat-shm-dekat-stasiun
Kana Park Free BPHTB dekat Stasiun di Legok," Jl, Raya Rancaiyuh, Legok, Tangerang, Tangerang Kab",379.240.000,"Deskripsi dan SpesifikasiPoint of Selling *KANA PARK@Legok Serpong*1. Developer : BSA LAND, yang sudah terbukti berpengalaman dibeberapa proyek perumahan.2. Lokasi : 5 menit dari 2 exit Toll Serpong - Balaraja yaitu Legok dan Mekar Jaya dan 10 Menit dari Stasiun Parung Panjang 3. Total rencana pengembangan Lahan +/- 35 Ha4. Saat ini di development 15 Ha (rencana 8 Cluster)5. Konsep kawasan rumah Japanese Style Cluster saat ini : *TAKA, KAWA, HANA*6. Cluster TAKA (Blok H1, H2, H3, H5, H6)   KAWA (D1, D2, D3, D5, D6,D7, D8) :Tipe 33/50, 1 Lantai, 2 KTTipe 39/60, 1 Lantai, 2KTTipe 48/72, 1 Lantai, 3 KT7. Cluster HANA (Blok G1, G2, G3, G5, G6) :Tipe 39/72, 1 Lantai, 2 KTTipe 48/72, 1 Lantai, 3 KT8. ROW 15 Boulevard, ROW 7 di cluster9. Rumah double dinding, hadap Utara dan Selatan. Drainase under ground10. Fasilitas : Main Gate, Residential Gate, 3.500 M2 Sport Club (Basketball, Jogging Track, Playground, Swimming Pool, Tenis Court), Taman Cluster11. Indent 18 Bulan sejak Booking Fee Rp.5Juta12. Harga promo mulai 379Jt, cara pembayaran :- Hard Cash (4x)- KPR Express (DP 10%, 4x)- KPR Regular (DP 10%, 15x dan DP 25%, 18x)- Cash Bertahap 12x dan 24x13. Harga jual termasuk : PPN, BPHTB, BBN, AJB, PNBP, IMB, PDAM, Listrik 1300WattInfo. ",3 tahun yang lalu,50 m2,33 m2,2,1,SHM - Sertifikat Hak Milik,Baru,Kosongan,1,Timur,,1 mobil ,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/94431-kana-park-free-bphtb-dekat-stasiun-di-legok
Jual Rumah Royal Karawaci Sukabakti Tangerang Banten," Royal Karawaci Sukabakti Tangerang, Tangerang Kab",420.000.000,Deskripsi dan SpesifikasiL 33/60Listrik 1300Menghadap TimurCash/over ,3 tahun yang lalu,60 m2,33 m2,2,1,"Lainnya (PPJB, Girik, Adat, dll.)",Bekas,Kosongan,1,Timur,,1 mobil ,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/94063-jual-rumah-royal-karawaci-sukabakti-tangerang-banten
Rumah 2 Lantai dekat Stasiun Cisauk Tangerang," Jl, Pemancingan, Cisauk, Tangerang, Tangerang Kab",1.324.400.000,"Deskripsi dan Spesifikasi*_GYAN serpong Residence_**Inovasi private cluster terbaru.* * 2 menit - Stasiun Cisauk* 5 menit - _Pasar Modern Intermoda_ * 8 menit - AEON Mall FASILITAS : - Jogging Track   Kids Playground.- 24 Hours Security   CCTV- PDAM Water   Triple Play Internet.*Tipe :**KARA* ( 5,1xvar)LT 69-85 m2 ; LB 69 m22KT, 2KM, 1Carports, 1 living Room, 1 kitchen, Garden.*KARA HOOK* (6,6xvar)LT 92 - 127 m2 LB 90m22+1KT , 3 KM, 2 Carports, 1 Living Room, 1 Kitchen , Garden.*KAVI* (6xvar,)LT 74-98 m2 ; LB 82 m23 KT, 2 KM, 2 Carports, 1 Living Room, 1 Kitchen , Garden.*KAVI HOOK* (7,2xvar)LT 95-103 m2 ; LB 98 m23 KT, 3 KM, 2 Carports, 1 Living Room, 1 Kitchen , Garden.Promo : _Hanya s/d Nov 2019_ _*KPR Ekonomis*_ # *Subsidi DP 5%* # *Free Biaya KPR , BPHTB, Biaya Notaris* FREE :- Langganan Indi Home 1 Tahun ( Telp , Internet , TV kabel )Lokasi terbaik dengan harga kompetitif. Buruan unit terbatas. Jangan ketinggalan!More info suci ",3 tahun yang lalu,74 m2,82 m2,3,3,HGB - Hak Guna Bangunan,Baru,Kosongan,2,Timur,,1 mobil ,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/91014-rumah-2-lantai-dekat-stasiun-cisauk-tangerang
Dijual Perumahan Bumi Indah Sakura Pasar Kemis," Perumahan Bumi Indah Sakura Pasar Kemis, Tangerang Kab",625.000.000,Deskripsi dan SpesifikasiSpesifikasiLT : 105 (hook) samping fasum tamanLB : 85Kamar tidur : 2Kamar mandi : 1Lantai GranitCanopy pakai OutlineGarasi untuk 2 mobilFree :AC kamar 2 1/2 pkAC ruang tamu 1 unit 1pkWater Heater kapasitas 15LLokasi strategis pinggir jl. Raya pasar kemisSertifikat SHM ,3 tahun yang lalu,105 m2,85 m2,2,1,SHM - Sertifikat Hak Milik,Bekas,Semi Furnished,1,Utara,,2 mobil ,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/94008-dijual-perumahan-bumi-indah-sakura-pasar-kemis
Perumahan Cluster Murah Teluknaga," Keboncau, Tangerang Kab",600.000.000,"Deskripsi dan SpesifikasiType 72/662 Lantai3 kmr tidur2 kmr mandi1 dapurPerumahan 2 Lantai Murah di Tekuknaga dekat dengan bandara soekarno hatta.Minat hubungi Ahmad Mahroji, S.PdWa 0877 8989 8276 ",3 tahun yang lalu,66 m2,72 m2,3,2,SHM - Sertifikat Hak Milik,Baru,Kosongan,2,Barat,,- ,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/93921-perumahan-cluster-murah-teluknaga
Rumah 1 Lantai Kana Park Bebas Banjir di Legok," Jl, Raya Rancaiyuh, Tangerang Kab",379.240.000,"Deskripsi dan SpesifikasiKANA PARKLokasi legok,tangerang bantenRumah 1 lantai desain modernType 33/50 harga mulai 379 jutaType 39/60 harga 449 jutaType 48/72 harga 542 jutaDp 10% cicil 15xDp 25% cicil 18xBisa cash bertahap sampai 24xBooking fee 5 jutaInfo: suci, 081283487509 ",3 tahun yang lalu,50 m2,33 m2,2,1,SHM - Sertifikat Hak Milik,Baru,Kosongan,1,Timur,,1 mobil ,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/93690-rumah-1-lantai-kana-park-bebas-banjir-di-legok
Dijual Rumah Perum Binong Permai Tangerang," Perum Binong Permai Blok C1 No 15 Tangerang, Tangerang Kab",330.000.000,"Deskripsi dan SpesifikasiDijual rumah siap huni type 27 /60, jet pump, toren, token, ada keamanan, lokasi startegis, harga nego, ada whats up ",3 tahun yang lalu,72 m2,60 m2,2,1,SHM - Sertifikat Hak Milik,Bekas,Full Furnished,1,Utara,,- ,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/93458-dijual-rumah-perum-binong-permai-tangerang
Suvarna Sutera Tangerang Perumahan Terbaru Alam Sutera Group Md749," Suvarna Sutera Tangerang, Tangerang, Tangerang Kab",1.400.000.000,"Deskripsi dan SpesifikasiHubungi Marketing In-House:OLIVE0852.1111.2250WEB = suvarnasuteratangerang.comSuvarna Sutera TangerangHunian Mewah Sistem Cluster Di Kawasan Kota Mandiri Baru di Tangerang Developer By Alam Sutera Group*FASILITAS   KEUNGGULAN DAKOTA*  Sports Lounge  Children PlayGround  3 unit CCTV  Smart Lock   Smart Home System  Solar Water Heater 180 liter  Desain Modern minimalis TropisCicilan Dp mulai dari 10JT-anDapatkan Harga Perdana dan doorprize serta Lucky AngpaoYuk kunjungi rumah contoh Suvarna SuteraHarga Mulai Rp 1,4 MilyarHubungi Marketing In-House:OLIVE0852.1111.2250WEB = suvarnasuteratangerang.com ",3 tahun yang lalu,105 m2,126 m2,3,3,SHM - Sertifikat Hak Milik,Baru,Kosongan,2,-,,2 mobil ,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/93359-suvarna-sutera-tangerang-perumahan-terbaru-alam-sutera-group-md749
Dijual Cepat Rumah Minimalis Harga Nego," Ixorra Residance ( Graha Legok ) Blok B7/12, Tangerang Kab",525.000.000,Deskripsi dan SpesifikasiDijual Cepat Rumah Minimalis Siap Huni - Lokasi StrategisIXORRA RESIDANCE ( Graha Legok ) Blok B7/12- Luas Tanah : 104 M2- Luas Bangunan : 42 M2- 2 Kamar Tidur dan 1 Kamar Mandi- Listrik : 1300 Watt- Lokasi di hook dan menghadap Timur- Kondisi rumah sudah direnovasi dan siap huni- Sudah ada canopy di car port dan teralis jendela- Air menggunakan pompa satelit ( jernih dan tidak bau )Lokasi sangat strategis karena dekat dengan :- Mall Aeon ( 30 Min )- Sumarecon Mall Serpong ( 30 Min )- Lippo Mall Karawaci ( 45 min )- Tol BSD ( 40 min )- Stasiun Commuter Rawa Buntu ( 40 min )Harga Nego sampai Deal !! ,3 tahun yang lalu,104 m2,42 m2,2,1,SHM - Sertifikat Hak Milik,Baru,Kosongan,1,Timur,,- ,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/93020-dijual-cepat-rumah-minimalis-harga-nego
Rumah Daru Indah Siap Huni," Perumahan Daru Indah, Desa Daru Kec, Jambe Tangerang Banten 15720, Tangerang Kab",210.000.000,Deskripsi dan SpesifikasiPerumahan di Daru Indah blok Q2 No.28Jalan kaki 5 menit sari stasiun daruCarport untuk 2 mobil ada sudah ada canopy dengan rangka baja ringanKamar tidur 1Kamar mandi 1Ruang tamuRuang makanMeja dapurHalaman belakangListrik 1300 wattAir tanah jernih dengan jetpumpAC 1 pkSiap surveyHarga nego sampai jadi ,3 tahun yang lalu,75 m2,40 m2,1,1,SHM - Sertifikat Hak Milik,Bekas,Kosongan,1,Timur,,2 mobil ,1,,,,,,,,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/92916-rumah-daru-indah-siap-huni
Dijual Rumah Siap Huni Letak Strategis," Bukit Gading Balaraja Blok G, 5 No, 08, Tangerang Kab",320.000.000,Deskripsi dan SpesifikasiTanpa Perantara langsung nego sia-siakan sama pemilikLetak strategis 5 Menit dari Pintu TOL Balaraja BaratAkses jalan Beton ,3 tahun yang lalu,72 m2,48 m2,2,1,SHM - Sertifikat Hak Milik,Bekas,Kosongan,1,Selatan,,1 mobil ,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/92496-di-jual-rumah-siap-huni-letak-strategis
Dijual Cepat Perumahan Cluster Griya City Karawaci BU," Perumahan Cluster Griya City Karawaci, Tangerang Kab",570.000.000,"Deskripsi dan SpesifikasiBismillah Assalamualaikum wr.wb Dijual Rumah Di Perumahan Griya City Karawaci TangerangHarga Bisa Cash Dan Bisa KPR Bankuntuk keamanan sngat aman sudah ada cctv dimana mana + Security 24 jam Selalu Patroli + Gerbang Pintu Masuk Dijaga Ketat 24jamCocok untuk dijadikan tempat usaha dirumah dan diatas jiga bisa dipakai untuk masak masak dan kumpul bareng teman teman atau keluargaLokasi yang sangat strategis dekat dengan sekolah penerbangan curug,stpi dekat dengan mall lippo karawaci dekat dengan rumah sakit siloam karawaci dekat juga dengan akses tol tangerang-jakarta dekat juga dengan sumarecon mall serpong dekat juga dengan sekolah islamic village dekat juga dengan ice bsd dekat juga dengan aeon mall,dllUntuk harga 600Juta Atau 570 Jt Nett. (Harga Bisa Kurang Paling Dikit Karna BU) harga bu silahkan Dinego untuk harga nya bisa wa aja agar lebih enak nego nya hehe ( harap di chat di whatsapp atau engga disms karna kadang suka engga masuk notif nya kalau ada yang nelpon)Harga Asli Rata Rata rumah dijual disekitar Komplek Tersebut Diatas 900jt Dan 1M Sya Jual Sangat Murah!.alasan dijual karna BU Untuk Biaya Sekolah Dan Kuliah:( ",3 tahun yang lalu,119 m2,29 m2,2,1,SHM - Sertifikat Hak Milik,Bekas,Semi Furnished,2,Timur,,2 mobil ,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/91549-dijual-cepat-perumahan-cluster-griya-city-karawaci-bu
Cluster Asteria Strategis Ekslusif di Panongan Tangerang Mp356," Cluster Asteria, Jln Serdang Kulon No 8, Panongan, Curug, Tangerang, Tangerang Kab",458.503.158,"Deskripsi dan SpesifikasiUntuk Informasi detail hubungiBONA 0812-84265009 WACluster ASTERIA @ PANONGAN TangerangTelah dibuka untuk unit  rumah :1. Tipe 34/60 : Rp.458.503.1582. Tipe 40/72 : Rp.572.000.000Dengan skema pembayaran :  Tipe 40/72DP 10% (Rp.57.200.000) dicicil 12x 4.516.667 Angsuran 3.875.344/bulan selama 20thn   Tipe 34/60)DP 10% (Rp 45.850.316) dicicil 12x 3.570.860Angsuran *3.106.434 bulan/selama 20 thnFREE BPHTB,AJB,BBN PPN 10%.FREE biaya akad kridit KPRFasilitas :Satpam 24 jamChildren play groundClub house.15 menit dari karawaci   Gading serpong.15 menit dari st ka ?Cicayur   parung panjang15 menit Tol Bitung2km dari Mall Citraland @ Citra Raya2km dari hospital CiputraLibur lebaran tgl 22-29 mei 2020 kami tetap buka 09.00-16.00 wib. Please appoinment agar saya stand byUntuk Informasi detail hubungiBONA 0812-84265009 WA ",3 tahun yang lalu,60 m2,34 m2,2,1,HGB - Hak Guna Bangunan,Baru,Kosongan,1,-,,1 mobil ,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/81352-cluster-asteria-strategis-ekslusif-di-panongan-tangerang-mp356
Hunian Gran Puri Sepatan Siap Huni dekat Bandara," Jl, Gaga Kecil, Sepatan Timur, 082299155541, Tangerang Kab",325.000.000,"Deskripsi dan SpesifikasiGRAND PURI SEPATANDes. Gempol Sari, Jl. Gaga Kecil, Sepatan Timur, TangerangPerumahan asri dengan konsep syariah tanpa proses bank, bi checking, tanpa bungasemua bisa punya rumah apapun pekerjaannya, dan tanpa batas usia semua pasti accRumah contoh type 30/60 Harga 325 jutaDp 125 jutaSisa angsuran dicicil selama 60 bulantype rumah siap di bangun30/60: 252jt36/72: 300jtBOOKING FEE 3 JT langsung pilih unitDP bisa angsur 10xDP CASH: dapat cashback 5%info lanjut: nana ",3 tahun yang lalu,60 m2,30 m2,2,1,SHM - Sertifikat Hak Milik,Baru,Kosongan,1,Selatan,,1 mobil ,,,,,,,,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/91490-hunian-gran-puri-sepatan-siap-huni-dekat-bandara
Rumah Legok Permai Cluster Kaliandra Tanah Besar 158m," Perumahan Legok Permai, Cluster Kaliandra Blok K-15, Tangerang Kab",715.000.000,"Deskripsi dan SpesifikasiDijual Rumah di perumahan Legok Permai Cluster Kaliandra (Cluster Terbaru).Rumah Tipe 36/158 2 Kamar tidur. Tanah besar sehingga cocok bagi yang ingin mengembangkan rumah idamannya. Harga sangat terjangkau, masih bisa nego!Keunggulan Legok Permai:Lokasi sangat dekat dari Gading Serpong dan KarawaciSistem Cluster, security 24 JamLingkungan Asri bebas banjirSpesifikasi:Fondasi Batu KaliDinding Bata MerahRangka Atap baja ringanKusen kayuPintu panel dan double triplekSanitair: Kloset duduk dan bak mandiCarport Rabat betonListrik 1300 wattAir sumur bor dan pompa listrik.Bisa cash dan KPR. DP cukup 5% saja. Silakan hubungi untuk informasi lebih lanjut. ",3 tahun yang lalu,158 m2,36 m2,2,1,HGB - Hak Guna Bangunan,Bekas,Kosongan,1,-,,- ,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/91396-rumah-legok-permai-cluster-kaliandra-tanah-besar-158m
Rumah Legok Permai Cluster Terbaru Kaliandra Tanah Luas 90m," Perumahan Legok Permai, Cluster Kaliandra Blok K-3, Tangerang Kab",495.000.000,"Deskripsi dan SpesifikasiDijual Rumah di perumahan Legok Permai Cluster Kaliandra (Cluster Terbaru).Rumah Tipe 36/90 2 Kamar tidur, ukuran tanah 6 x 15 m. Ada lahan cukup luas di belakang rumah untuk pengembangan.Keunggulan Legok Permai:Lokasi sangat dekat dari Gading Serpong dan KarawaciSistem Cluster, security 24 JamLingkungan Asri bebas banjirSpesifikasi:Fondasi Batu KaliDinding Bata MerahRangka Atap baja ringanKusen kayuPintu panel dan double triplekSanitair: Kloset duduk dan bak mandiCarport Rabat betonListrik 1300 wattAir sumur bor dan pompa listrik.Bisa cash dan KPR. DP cukup 5% saja. Silakan hubungi untuk informasi lebih lanjut. ",3 tahun yang lalu,90 m2,36 m2,2,1,HGB - Hak Guna Bangunan,Bekas,Kosongan,1,Barat,,- ,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/91382-rumah-legok-permai-cluster-terbaru-kaliandra-tanah-luas-90m
Take Overkredit Rumah Cluster Taman Raya Rajeg Tanggerang," Jl Wijaya Kusuma Mekarsari Rajeg Tanggerang, Tangerang Kab",150.000.000,"Deskripsi dan SpesifikasiBBISMILAH.OVER KREDIT Rumah sudah renov siap huniCluster taman raya rajeg tanggerang.Cicilan berjalan 5 thn:1,95jt/bln dri tenor 15 tahun.Over 150jt NEGOStrategis dekat jln raya cadas-kukun.dengan berbagai fasilitas Umum seperti:- Indomaret   Alfamaret- dekat pasar tradisional- Dekat sekolah SD SMP SMU- Gym dan klinik- Dekat polsek- Dekat puskesmas- 6 mnt ke McD ,CGV / Bioskop dan kolam renang Batavia- 35 menit ke tol cikupa jakarta merak- 45 mnit ke bandara soettaKELEBIHAN.- Sudah renov- 2 kamar tidur- dapur rapih(full renov)- Kamar mandi full renov toilet masih jongkok)- Air tanah bersih jetpum 40m pum sdh msk- Garasi mtr/ mobil luasJalan perumahan paving blok- 90% Sudah dihuni ramai aman nyaman- Bebas Banjir ",3 tahun yang lalu,65 m2,65 m2,2,1,SHM - Sertifikat Hak Milik,Bekas,Kosongan,1,Timur,,1 mobil ,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/87242-take-overkredit-rumah-cluster-taman-raya-rajeg-tanggerang
Dijual 2 Rumah Kampung Tigaraksa," Kp, Pabuaran Tigaraksa, Tangerang Kab",500.000.000,Deskripsi dan SpesifikasiDijual Rumah Kampung2 Rumah sekaligusMasing-masing 2 Kamar TidurStrategis- 2 Menit ke Pasar- 5 Menit ke Pemda- 100 Meter ke Masjid   SekolahLokasi Kp. PabuaranMinat WA085779060454 ,3 tahun yang lalu,180 m2,80 m2,4,2,"Lainnya (PPJB, Girik, Adat, dll.)",Bekas,Full Furnished,1,-,,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/90152-dijual-2-rumah-kampung-tigaraksa
Dijual Butuh dan Cepat Permata Sepatan Tangerang," Perumahan Permata Sepatan, Tangerang Kab",275.000.000,Deskripsi dan SpesifikasiDijual Butuh dan CepatRumah luas 66m2Full Renovasi2 Kamar Tidur1 Kamar MandiDapur udah di tutupStrategis- Dekat Pasar Sepatan- Dekat Masjid- Dekat ke Perkotaan TangerangSHMBisa Nego ,3 tahun yang lalu,66 m2,66 m2,2,1,SHM - Sertifikat Hak Milik,Bekas,Kosongan,1,Utara,,1 mobil ,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/90141-dijual-butuh-dan-cepat-permata-sepatan-tangerang
Perumahan Sasak Permai Dapatkan Promo Spesial 2020," Jl Sasak Permai Kelurahan Sasak Kecamatan Mauk, Tangerang Kab",168.000.000,"Deskripsi dan SpesifikasiSasak PermaiHunian asri di lokasi yang strategisRumah subsidi tipe 30 dengan 2 kamarKualitas tinggi, atap baja ringan, septic tank biofil.*PROMO SPESIAL MEI 2020: HADIAH KOMPOR   MESIN CUCI UNTUK PEMBELIAN DI BULAN INI*Sistem cluster, dengan satu pintu gerbang.CICILAN Hanya 1 Juta/Bulan, FLAT SAMPAI LUNAS!Booking Fee hanya 1 juta, Sudah termasuk Uang mukaTotal Biaya sampai serah terima kunci (Booking Fee, Uang Muka, BPHTB, Biaya KPR) HANYA 20-an Juta!Segera booking unit anda hari ini! ",3 tahun yang lalu,60 m2,30 m2,2,1,HGB - Hak Guna Bangunan,Baru,Full Furnished,1,-,,1 mobil ,,,,,,,,,,1,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/89926-perumahan-sasak-permai-dapatkan-promo-spesial-2020
Dijual 2 Rumah Murah Tanpa Perantara," Perumahan Taman Walet Blok Wrc 9 No 16 , Sindang Sari , Pasar Kemis , Kabupaten Tangerang, Banten, Tangerang Kab",1.000.000.000,"Deskripsi dan Spesifikasirumah di kawasan pasar kemis yang dekat dengan bandara soekarno hatta cengkareng dan memiliki fasilitas water park , cgv , mcd di dalam perumahannya. Rumah 1nya ditingali 1nya lagi tidak di tanggili ",3 tahun yang lalu,144 m2,120 m2,3,2,SHM - Sertifikat Hak Milik,Bekas,Kosongan,1,Utara,,2 mobil ,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/89811-dijual-2-rumah-murah-tanpa-perantara
Perumahan Grand Argosubur," Jl Raya Cisoka Adyasa Km, 4 Kp, Sukajami Kel, Sukatani Kec, Cisoka, Tangerang Kab",168.000.000,"Deskripsi dan SpesifikasiCapek ngontrak ? Tiap hari bayar kontrakan tapi bukan milik sendiri .. Khusus untuk gaji pokoknya lebih dari 4jt sudah bisa mengambil rumah subsidi .. Note :*Booking fee khusus untuk bulan ini dengan booking fee 1Jt Jangan lewatkan kesempatan ini*Perumahan Subsidi di Kabupaten Tangerang daerah cisoka dengan desain rumah minimalis ,*Akses mudah 24 jam.*Lokasi strategis dekat Jakarta melalui Stasiun Tigaraksa, *Pintu Tol Balaraja Barat, dan Terminal Balaraja.*Fasilitas lengkap, terdapat sarana umum di sekitar perumahan seperti sekolah, tempat ibadah, pasar, sarana kesehatan, serta tempat rekreasi untuk keluarga.*Angsuran KPR BTN ringan, DP bisa dicicil, dan suku bunga flat sampai lunas.Info by wa/call (Velia) : 0857 1904 0870Peringatan : 1. Unit terbatas 2. Jangan lewatkan kesempatan ini ",3 tahun yang lalu,60 m2,30 m2,2,1,HGB - Hak Guna Bangunan,Baru,Semi Furnished,1,Utara,,- ,,,,,,,,1,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/89094-perumahan-grand-argosubur
Sangiang Residence Tangerang," Sangiang, Tangerang, Tangerang Kab",200.000.000,"Deskripsi dan Spesifikasi💫 *KINI HADIR RUMAH TERMURAH DI TANGERANG HANYA 200 JT.AN* ✨Perumahan Islami dekat Bandara Soeta dan Stasiun Tangerang ✨🏘 *SANGIANG RESIDENCE*📣Alhamdulillah kini Telah Hadir Perumahan Islami yang menjadi solusi kebutuhan hunian Anda.Dengan Skema Murni Syari'ah, cicilan langsung ke Developer :⛔TANPA RIBA⛔TANPA BANK⛔TANPA SITA⛔TANPA BI CHECKING⛔TANPA DENDA*Lokasi Strategis :*📍20 menit dari Bandara SoekarnoHatta📍30 menitan ke Tangcity📍10 menitan ke Pasar Sepatan📍10 menitan ke Toserba SAHABAT📍15 menitan ke RSUD Kab.Tangerang📍 5 menitan ke Ponpes Almultazam SepatanFasilitas yang didalam perumah :🕌 MusholaIslamic center education🍃 Taman🍃 Area Hijau🏘️ One get systemTersedia Type :🏡Type 30/60*Sangiang Resindence Your best living space*Yuk Booking sekarang🤩.Untuk informasi selengkapnya silahkan hubungi kontak dibawah ini:📱 082299064080➖➖➖➖""Solusi Kepemilikan Property Sesuai Syariat Islam"" ",3 tahun yang lalu,30 m2,60 m2,2,1,SHM - Sertifikat Hak Milik,Baru,Kosongan,1,-,,1 mobil ,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/88751-sangiang-residence-tangerang
Rumah Strategis Citraraya Taman Picasso," Perumahan Citraraya, Cluster Taman Picasso Blok P 6 No 15, Tangerang Kab",650.000.000,"Deskripsi dan Spesifikasidijual cepat rumah SHM di perum citraraya, cluster taman picasso blok p 6 no 15. Keamanan 24 jam, lokasi sangat strategis 3 menit ke mall ciputra yg baru, 3 menit ke sekolah citra berkat, RS dan polsek. Kondisi rumah sudah direnov bagus , siap huni. Peminat silakan hubungi 081210933899. ",3 tahun yang lalu,81 m2,60 m2,2,1,SHM - Sertifikat Hak Milik,Bekas,Kosongan,1,Selatan,,1 mobil ,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,Kabupaten Tangerang,https://www.realoka.com/88555-rumah-strategis-citraraya-taman-picasso
